"migration_rate","area","niches","mean_sp"
0.003,32,8,7.08
0.003,32,4,4.03
0.003,32,2,2.3
0.003,34,17,13.25
0.003,34,2,2.36
0.003,36,18,13.41
0.003,36,12,9.99
0.003,36,9,7.8
0.003,36,6,5.79
0.003,36,4,4.06
0.003,36,3,3.3
0.003,36,2,2.32
0.003,38,19,14.17
0.003,38,2,2.45
0.003,40,20,14.84
0.003,40,10,8.49
0.003,40,8,7.06
0.003,40,5,4.97
0.003,40,4,4.16
0.003,40,2,2.38
0.003,21,7,6.3
0.003,21,3,3.02
0.003,27,9,7.93
0.003,27,3,3.17
0.003,33,11,9.06
0.003,33,3,3.29
0.003,39,13,10.69
0.003,39,3,3.28
0.003,42,14,11.2
0.003,42,7,6.2
0.003,42,6,5.59
0.003,42,3,3.11
0.003,45,15,11.88
0.003,45,9,7.94
0.003,45,5,4.97
0.003,45,3,3.32
0.003,48,16,12.45
0.003,48,12,10
0.003,48,8,7.31
0.003,48,6,5.69
0.003,48,4,4.11
0.003,48,3,3.4
0.003,51,17,13.1
0.003,51,3,3.36
0.003,54,18,13.91
0.003,54,9,7.93
0.003,54,6,5.99
0.003,54,3,3.49
0.003,57,19,14.19
0.003,57,3,3.61
0.003,44,11,9.26
0.003,44,4,4.31
0.003,52,13,10.76
0.003,52,4,4.29
0.003,56,14,11.36
0.003,56,8,7.04
0.003,56,7,6.69
0.003,56,4,4.29
0.003,25,5,4.81
0.003,35,7,6.51
0.003,35,5,4.81
0.003,50,10,8.5
0.003,50,5,5.2
0.003,55,11,9.29
0.003,55,5,5.17
0.003,49,7,6.54
0.006,1,1,1
0.006,2,2,1.95
0.006,2,1,1
0.006,3,3,2.77
0.006,3,1,1.04
0.006,4,4,3.72
0.006,4,2,1.96
0.006,4,1,1.05
0.006,5,5,4.4
0.006,5,1,1.05
0.006,6,6,5.18
0.006,6,3,2.86
0.006,6,2,2.04
0.006,6,1,1.09
0.006,7,7,5.89
0.006,7,1,1.1
0.006,8,8,6.54
0.006,8,4,3.51
0.006,8,2,2.03
0.006,8,1,1.18
0.006,9,9,7.28
0.006,9,3,2.84
0.006,9,1,1.14
0.006,10,10,7.8
0.006,10,5,4.48
0.006,10,2,2.04
0.006,10,1,1.18
0.006,11,11,8.68
0.006,11,1,1.16
0.006,12,12,9.12
0.006,12,6,5.27
0.006,12,4,3.67
0.006,12,3,3.05
0.006,12,2,2.12
0.006,12,1,1.06
0.006,13,13,9.62
0.006,13,1,1.23
0.006,14,14,10.48
0.006,14,7,5.86
0.006,14,2,2.27
0.006,14,1,1.27
0.006,15,15,10.91
0.006,15,5,4.56
0.006,15,3,3.05
0.006,15,1,1.27
0.006,16,16,11.34
0.006,16,8,6.89
0.006,16,4,3.77
0.006,16,2,2.32
0.006,16,1,1.36
0.006,17,17,11.71
0.006,17,1,1.4
0.006,18,18,12.39
0.006,18,9,7.52
0.006,18,6,5.3
0.006,18,3,3.08
0.006,18,2,2.23
0.006,18,1,1.35
0.006,19,19,12.85
0.006,19,1,1.46
0.006,20,20,13.46
0.006,20,10,8.15
0.006,20,5,4.63
0.006,20,4,3.72
0.006,20,2,2.28
0.006,20,1,1.57
0.006,22,11,8.7
0.006,22,2,2.24
0.006,24,12,8.98
0.006,24,8,6.94
0.006,24,6,5.46
0.006,24,4,3.92
0.006,24,3,3.11
0.006,24,2,2.47
0.006,26,13,10.05
0.006,26,2,2.47
0.006,28,14,10.4
0.006,28,7,6.2
0.006,28,4,3.96
0.006,28,2,2.52
0.006,30,15,11.15
0.006,30,10,8.15
0.006,30,6,5.48
0.006,30,5,4.63
0.006,30,3,3.38
0.006,30,2,2.54
0.006,32,16,11.56
0.006,32,8,6.82
0.006,32,4,4.16
0.006,32,2,2.62
0.006,34,17,12.08
0.006,34,2,2.58
0.006,36,18,12.49
0.006,36,12,9.17
0.006,36,9,7.49
0.006,36,6,5.69
0.006,36,4,4.19
0.006,36,3,3.36
0.006,36,2,2.56
0.006,38,19,12.61
0.006,38,2,2.72
0.006,40,20,13.11
0.006,40,10,8.25
0.006,40,8,7
0.006,40,5,5
0.006,40,4,4.29
0.006,40,2,2.81
0.006,21,7,6.06
0.006,21,3,3.13
0.006,27,9,7.43
0.006,27,3,3.28
0.006,33,11,8.69
0.006,33,3,3.43
0.006,39,13,9.84
0.006,39,3,3.44
0.006,42,14,10.53
0.006,42,7,6.32
0.006,42,6,5.69
0.006,42,3,3.53
0.006,45,15,11.29
0.006,45,9,7.62
0.006,45,5,5
0.006,45,3,3.59
0.006,48,16,11.55
0.006,48,12,9.17
0.006,48,8,7.17
0.006,48,6,5.85
0.006,48,4,4.35
0.006,48,3,3.8
0.006,51,17,12.21
0.006,51,3,3.74
0.006,54,18,12.42
0.006,54,9,7.73
0.006,54,6,5.92
0.006,54,3,3.94
0.006,57,19,13.38
0.006,57,3,3.89
0.006,44,11,8.89
0.006,44,4,4.34
0.006,52,13,9.93
0.006,52,4,4.43
0.006,56,14,10.67
0.006,56,8,7.06
0.006,56,7,6.67
0.006,56,4,4.66
0.006,25,5,4.63
0.006,35,7,6.35
0.006,35,5,4.87
0.006,50,10,8.41
0.006,50,5,5.17
0.006,55,11,9.13
0.006,55,5,5.3
0.006,49,7,6.7
0.009,1,1,1
0.009,2,2,1.95
0.009,2,1,1.04
0.009,3,3,2.8
0.009,3,1,1.03
0.009,4,4,3.64
0.009,4,2,1.99
0.009,4,1,1.05
0.009,5,5,4.39
0.009,5,1,1.07
0.009,6,6,5.04
0.009,6,3,2.85
0.009,6,2,2.02
0.009,6,1,1.19
0.009,7,7,5.88
0.009,7,1,1.17
0.009,8,8,6.51
0.009,8,4,3.68
0.009,8,2,2.06
0.009,8,1,1.22
0.009,9,9,7.3
0.009,9,3,2.99
0.009,9,1,1.23
0.009,10,10,7.79
0.009,10,5,4.46
0.009,10,2,2.01
0.009,10,1,1.19
0.009,11,11,8.17
0.009,11,1,1.33
0.009,12,12,8.78
0.009,12,6,5.03
0.009,12,4,3.77
0.009,12,3,3.06
0.009,12,2,2.1
0.009,12,1,1.34
0.009,13,13,9.56
0.009,13,1,1.34
0.009,14,14,10.37
0.009,14,7,5.87
0.009,14,2,2.29
0.009,14,1,1.32
0.009,15,15,10.36
0.009,15,5,4.8
0.009,15,3,3.09
0.009,15,1,1.49
0.009,16,16,11.02
0.009,16,8,6.68
0.009,16,4,3.87
0.009,16,2,2.29
0.009,16,1,1.43
0.009,17,17,11.31
0.009,17,1,1.51
0.009,18,18,11.65
0.009,18,9,7.26
0.009,18,6,5.35
0.009,18,3,3.19
0.009,18,2,2.42
0.009,18,1,1.51
0.009,19,19,12.55
0.009,19,1,1.48
0.009,20,20,12.81
0.009,20,10,7.99
0.009,20,5,4.7
0.009,20,4,3.97
0.009,20,2,2.29
0.009,20,1,1.75
0.009,22,11,8.49
0.009,22,2,2.6
0.009,24,12,8.84
0.009,24,8,6.58
0.009,24,6,5.44
0.009,24,4,3.99
0.009,24,3,3.26
0.009,24,2,2.53
0.009,26,13,9.61
0.009,26,2,2.7
0.009,28,14,10.05
0.009,28,7,6.33
0.009,28,4,4.13
0.009,28,2,2.61
0.009,30,15,10.88
0.009,30,10,8.05
0.009,30,6,5.44
0.009,30,5,4.84
0.009,30,3,3.41
0.009,30,2,2.6
0.009,32,16,11.33
0.009,32,8,6.88
0.009,32,4,4.23
0.009,32,2,2.72
0.009,34,17,11.78
0.009,34,2,2.72
0.009,36,18,12.22
0.009,36,12,9.14
0.009,36,9,7.46
0.009,36,6,5.74
0.009,36,4,4.38
0.009,36,3,3.64
0.009,36,2,2.93
0.009,38,19,12.82
0.009,38,2,2.86
0.009,40,20,12.79
0.009,40,10,8.01
0.009,40,8,6.99
0.009,40,5,5.09
0.009,40,4,4.6
0.009,40,2,3.08
0.009,21,7,5.96
0.009,21,3,3.21
0.009,27,9,7.37
0.009,27,3,3.35
0.009,33,11,8.59
0.009,33,3,3.65
0.009,39,13,9.5
0.009,39,3,3.66
0.009,42,14,10.24
0.009,42,7,6.56
0.009,42,6,6.09
0.009,42,3,3.73
0.009,45,15,10.82
0.009,45,9,7.59
0.009,45,5,5.11
0.009,45,3,3.99
0.009,48,16,11.05
0.009,48,12,9.42
0.009,48,8,7.14
0.009,48,6,5.98
0.009,48,4,4.49
0.009,48,3,4.2
0.009,51,17,12.05
0.009,51,3,4.08
0.009,54,18,12.18
0.009,54,9,8.02
0.009,54,6,6.05
0.009,54,3,4.12
0.009,57,19,12.73
0.009,57,3,4.27
0.009,44,11,8.82
0.009,44,4,4.53
0.009,52,13,9.94
0.009,52,4,4.9
0.009,56,14,10.55
0.009,56,8,7.27
0.009,56,7,6.89
0.009,56,4,4.74
0.009,25,5,4.82
0.009,35,7,6.37
0.009,35,5,5.07
0.009,50,10,8.6
0.009,50,5,5.31
0.009,55,11,9.08
0.009,55,5,5.5
0.009,49,7,6.77
0.012,1,1,1
0.012,2,2,1.93
0.012,2,1,1.02
0.012,3,3,2.75
0.012,3,1,1.04
0.012,4,4,3.65
0.012,4,2,2.03
0.012,4,1,1.04
0.012,5,5,4.28
0.012,5,1,1.11
0.012,6,6,5.13
0.012,6,3,2.85
0.012,6,2,1.99
0.012,6,1,1.15
0.012,7,7,5.68
0.012,7,1,1.25
0.012,8,8,6.67
0.012,8,4,3.78
0.012,8,2,2.03
0.012,8,1,1.22
0.012,9,9,6.94
0.012,9,3,2.97
0.012,9,1,1.23
0.012,10,10,7.66
0.012,10,5,4.47
0.012,10,2,2.14
0.012,10,1,1.27
0.012,11,11,8.26
0.012,11,1,1.33
0.012,12,12,8.73
0.012,12,6,5.17
0.012,12,4,3.7
0.012,12,3,3.05
0.012,12,2,2.22
0.012,12,1,1.48
0.012,13,13,9.29
0.012,13,1,1.47
0.012,14,14,9.87
0.012,14,7,5.83
0.012,14,2,2.14
0.012,14,1,1.61
0.012,15,15,10.26
0.012,15,5,4.64
0.012,15,3,3.1
0.012,15,1,1.41
0.012,16,16,11.1
0.012,16,8,6.6
0.012,16,4,3.98
0.012,16,2,2.28
0.012,16,1,1.58
0.012,17,17,11.36
0.012,17,1,1.56
0.012,18,18,11.75
0.012,18,9,7.26
0.012,18,6,5.27
0.012,18,3,3.26
0.012,18,2,2.49
0.012,18,1,1.71
0.012,19,19,11.9
0.012,19,1,1.73
0.012,20,20,12.41
0.012,20,10,7.56
0.012,20,5,4.58
0.012,20,4,4
0.012,20,2,2.52
0.012,20,1,1.71
0.012,22,11,8.18
0.012,22,2,2.51
0.012,24,12,8.9
0.012,24,8,6.72
0.012,24,6,5.61
0.012,24,4,4.06
0.012,24,3,3.35
0.012,24,2,2.8
0.012,26,13,9.45
0.012,26,2,2.71
0.012,28,14,9.85
0.012,28,7,6.2
0.012,28,4,4.24
0.012,28,2,2.74
0.012,30,15,10.32
0.012,30,10,7.71
0.012,30,6,5.55
0.012,30,5,5.03
0.012,30,3,3.68
0.012,30,2,2.94
0.012,32,16,10.74
0.012,32,8,6.96
0.012,32,4,4.18
0.012,32,2,3.06
0.012,34,17,11.51
0.012,34,2,3.13
0.012,36,18,11.64
0.012,36,12,9.19
0.012,36,9,7.5
0.012,36,6,5.87
0.012,36,4,4.31
0.012,36,3,3.72
0.012,36,2,3.12
0.012,38,19,12.18
0.012,38,2,3.35
0.012,40,20,12.78
0.012,40,10,7.96
0.012,40,8,7.27
0.012,40,5,5.35
0.012,40,4,4.69
0.012,40,2,3.25
0.012,21,7,5.98
0.012,21,3,3.39
0.012,27,9,7.57
0.012,27,3,3.5
0.012,33,11,8.74
0.012,33,3,3.75
0.012,39,13,9.28
0.012,39,3,3.86
0.012,42,14,10.01
0.012,42,7,6.57
0.012,42,6,6.11
0.012,42,3,4.13
0.012,45,15,10.68
0.012,45,9,7.68
0.012,45,5,5.44
0.012,45,3,4.23
0.012,48,16,11.62
0.012,48,12,9.47
0.012,48,8,7.16
0.012,48,6,6.24
0.012,48,4,4.94
0.012,48,3,4.26
0.012,51,17,11.92
0.012,51,3,4.36
0.012,54,18,12.26
0.012,54,9,7.89
0.012,54,6,6.21
0.012,54,3,4.23
0.012,57,19,12.59
0.012,57,3,4.56
0.012,44,11,8.82
0.012,44,4,5.02
0.012,52,13,9.95
0.012,52,4,4.91
0.012,56,14,10.47
0.012,56,8,7.29
0.012,56,7,6.93
0.012,56,4,5.15
0.012,25,5,4.74
0.012,35,7,6.29
0.012,35,5,5.15
0.012,50,10,8.54
0.012,50,5,5.42
0.012,55,11,8.9
0.012,55,5,5.61
0.012,49,7,6.69
0.015,1,1,1
0.015,2,2,1.92
0.015,2,1,1.01
0.015,3,3,2.76
0.015,3,1,1.05
0.015,4,4,3.59
0.015,4,2,2
0.015,4,1,1.11
0.015,5,5,4.4
0.015,5,1,1.18
0.015,6,6,5.04
0.015,6,3,2.76
0.015,6,2,2.04
0.015,6,1,1.2
0.015,7,7,5.65
0.015,7,1,1.24
0.015,8,8,6.32
0.015,8,4,3.68
0.015,8,2,2.13
0.015,8,1,1.32
0.015,9,9,6.82
0.015,9,3,2.89
0.015,9,1,1.46
0.015,10,10,7.55
0.015,10,5,4.54
0.015,10,2,2.13
0.015,10,1,1.34
0.015,11,11,8.24
0.015,11,1,1.41
0.015,12,12,8.71
0.015,12,6,5.12
0.015,12,4,3.79
0.015,12,3,3.11
0.015,12,2,2.24
0.015,12,1,1.47
0.015,13,13,9.32
0.015,13,1,1.56
0.015,14,14,9.79
0.015,14,7,5.95
0.015,14,2,2.37
0.015,14,1,1.58
0.015,15,15,10.19
0.015,15,5,4.61
0.015,15,3,3.18
0.015,15,1,1.65
0.015,16,16,10.81
0.015,16,8,6.32
0.015,16,4,3.88
0.015,16,2,2.49
0.015,16,1,1.78
0.015,17,17,11.11
0.015,17,1,1.8
0.015,18,18,11.26
0.015,18,9,7.18
0.015,18,6,5.5
0.015,18,3,3.31
0.015,18,2,2.59
0.015,18,1,1.82
0.015,19,19,11.84
0.015,19,1,2.01
0.015,20,20,12.32
0.015,20,10,7.88
0.015,20,5,4.72
0.015,20,4,4.05
0.015,20,2,2.79
0.015,20,1,1.84
0.015,22,11,8.42
0.015,22,2,2.73
0.015,24,12,8.75
0.015,24,8,6.7
0.015,24,6,5.52
0.015,24,4,4.22
0.015,24,3,3.48
0.015,24,2,2.76
0.015,26,13,9.58
0.015,26,2,2.99
0.015,28,14,9.92
0.015,28,7,6.36
0.015,28,4,4.24
0.015,28,2,2.96
0.015,30,15,10.52
0.015,30,10,8.01
0.015,30,6,5.83
0.015,30,5,5.13
0.015,30,3,3.83
0.015,30,2,3.21
0.015,32,16,10.6
0.015,32,8,6.63
0.015,32,4,4.48
0.015,32,2,3.29
0.015,34,17,11.23
0.015,34,2,3.29
0.015,36,18,11.69
0.015,36,12,9.17
0.015,36,9,7.91
0.015,36,6,6.06
0.015,36,4,4.68
0.015,36,3,3.81
0.015,36,2,3.17
0.015,38,19,12.29
0.015,38,2,3.61
0.015,40,20,12.66
0.015,40,10,8.39
0.015,40,8,6.95
0.015,40,5,5.33
0.015,40,4,4.86
0.015,40,2,3.76
0.015,21,7,6.19
0.015,21,3,3.37
0.015,27,9,7.17
0.015,27,3,3.69
0.015,33,11,8.47
0.015,33,3,3.9
0.015,39,13,9.72
0.015,39,3,4.22
0.015,42,14,10.12
0.015,42,7,6.8
0.015,42,6,5.9
0.015,42,3,4.36
0.015,45,15,10.63
0.015,45,9,7.66
0.015,45,5,5.33
0.015,45,3,4.25
0.015,48,16,11.37
0.015,48,12,9.24
0.015,48,8,7.37
0.015,48,6,6.07
0.015,48,4,5.14
0.015,48,3,4.46
0.015,51,17,11.73
0.015,51,3,4.39
0.015,54,18,12.12
0.015,54,9,7.99
0.015,54,6,6.49
0.015,54,3,4.75
0.015,57,19,12.52
0.015,57,3,5.11
0.015,44,11,8.98
0.015,44,4,4.9
0.015,52,13,10
0.015,52,4,5.16
0.015,56,14,10.31
0.015,56,8,7.66
0.015,56,7,7.21
0.015,56,4,5.43
0.015,25,5,4.97
0.015,35,7,6.59
0.015,35,5,5.26
0.015,50,10,8.69
0.015,50,5,5.69
0.015,55,11,9.3
0.015,55,5,6.23
0.015,49,7,6.85
0.018,1,1,1
0.018,2,2,1.9
0.018,2,1,1.05
0.018,3,3,2.82
0.018,3,1,1.06
0.018,4,4,3.48
0.018,4,2,2.01
0.018,4,1,1.09
0.018,5,5,4.36
0.018,5,1,1.18
0.018,6,6,4.89
0.018,6,3,2.79
0.018,6,2,2.07
0.018,6,1,1.24
0.018,7,7,5.73
0.018,7,1,1.29
0.018,8,8,6.22
0.018,8,4,3.79
0.018,8,2,2.09
0.018,8,1,1.45
0.018,9,9,6.9
0.018,9,3,2.96
0.018,9,1,1.36
0.018,10,10,7.35
0.018,10,5,4.45
0.018,10,2,2.29
0.018,10,1,1.45
0.018,11,11,7.99
0.018,11,1,1.54
0.018,12,12,8.69
0.018,12,6,5.22
0.018,12,4,3.82
0.018,12,3,3.15
0.018,12,2,2.24
0.018,12,1,1.64
0.018,13,13,9.03
0.018,13,1,1.58
0.018,14,14,9.54
0.018,14,7,6.1
0.018,14,2,2.44
0.018,14,1,1.72
0.018,15,15,10.01
0.018,15,5,4.72
0.018,15,3,3.18
0.018,15,1,1.8
0.018,16,16,10.4
0.018,16,8,6.61
0.018,16,4,3.99
0.018,16,2,2.54
0.018,16,1,1.86
0.018,17,17,10.86
0.018,17,1,1.94
0.018,18,18,11.3
0.018,18,9,7.13
0.018,18,6,5.21
0.018,18,3,3.37
0.018,18,2,2.6
0.018,18,1,1.87
0.018,19,19,12
0.018,19,1,2
0.018,20,20,12.33
0.018,20,10,7.8
0.018,20,5,4.93
0.018,20,4,4.29
0.018,20,2,2.75
0.018,20,1,1.95
0.018,22,11,8.12
0.018,22,2,2.85
0.018,24,12,9.03
0.018,24,8,6.66
0.018,24,6,5.51
0.018,24,4,4.44
0.018,24,3,3.51
0.018,24,2,3
0.018,26,13,9.31
0.018,26,2,2.89
0.018,28,14,9.85
0.018,28,7,6.28
0.018,28,4,4.9
0.018,28,2,3.27
0.018,30,15,10.16
0.018,30,10,7.86
0.018,30,6,5.74
0.018,30,5,5.13
0.018,30,3,4.02
0.018,30,2,3.21
0.018,32,16,10.76
0.018,32,8,7.04
0.018,32,4,4.46
0.018,32,2,3.27
0.018,34,17,11.51
0.018,34,2,3.49
0.018,36,18,11.65
0.018,36,12,8.85
0.018,36,9,7.69
0.018,36,6,5.97
0.018,36,4,5.04
0.018,36,3,4.31
0.018,36,2,3.49
0.018,38,19,12.11
0.018,38,2,3.65
0.018,40,20,12.26
0.018,40,10,7.95
0.018,40,8,7.24
0.018,40,5,5.79
0.018,40,4,4.96
0.018,40,2,3.9
0.018,21,7,6.05
0.018,21,3,3.6
0.018,27,9,7.25
0.018,27,3,3.76
0.018,33,11,8.53
0.018,33,3,4.1
0.018,39,13,9.67
0.018,39,3,4.13
0.018,42,14,10.48
0.018,42,7,6.87
0.018,42,6,6.33
0.018,42,3,4.41
0.018,45,15,10.52
0.018,45,9,7.96
0.018,45,5,5.65
0.018,45,3,4.72
0.018,48,16,10.77
0.018,48,12,9.36
0.018,48,8,7.65
0.018,48,6,6.26
0.018,48,4,5.57
0.018,48,3,4.72
0.018,51,17,11.91
0.018,51,3,4.77
0.018,54,18,12.05
0.018,54,9,8.18
0.018,54,6,6.73
0.018,54,3,5.02
0.018,57,19,12.39
0.018,57,3,5.07
0.018,44,11,9.15
0.018,44,4,5.23
0.018,52,13,9.94
0.018,52,4,5.48
0.018,56,14,10.56
0.018,56,8,7.6
0.018,56,7,7.65
0.018,56,4,6
0.018,25,5,5.01
0.018,35,7,6.55
0.018,35,5,5.27
0.018,50,10,8.49
0.018,50,5,5.97
0.018,55,11,9.07
0.018,55,5,6.18
0.018,49,7,7.17
0.021,1,1,1
0.021,2,2,1.95
0.021,2,1,1.05
0.021,3,3,2.72
0.021,3,1,1.13
0.021,4,4,3.53
0.021,4,2,1.96
0.021,4,1,1.17
0.021,5,5,4.3
0.021,5,1,1.23
0.021,6,6,4.97
0.021,6,3,2.91
0.021,6,2,2.08
0.021,6,1,1.27
0.021,7,7,5.78
0.021,7,1,1.36
0.021,8,8,6.38
0.021,8,4,3.66
0.021,8,2,2.19
0.021,8,1,1.39
0.021,9,9,7.31
0.021,9,3,3.03
0.021,9,1,1.51
0.021,10,10,7.56
0.021,10,5,4.54
0.021,10,2,2.22
0.021,10,1,1.54
0.021,11,11,8.05
0.021,11,1,1.56
0.021,12,12,8.76
0.021,12,6,5.25
0.021,12,4,3.73
0.021,12,3,3.11
0.021,12,2,2.32
0.021,12,1,1.6
0.021,13,13,9.17
0.021,13,1,1.73
0.021,14,14,9.67
0.021,14,7,5.95
0.021,14,2,2.43
0.021,14,1,1.85
0.021,15,15,10.18
0.021,15,5,4.74
0.021,15,3,3.4
0.021,15,1,1.87
0.021,16,16,10.71
0.021,16,8,6.13
0.021,16,4,4.17
0.021,16,2,2.6
0.021,16,1,2.04
0.021,17,17,10.78
0.021,17,1,2
0.021,18,18,11.29
0.021,18,9,7.24
0.021,18,6,5.39
0.021,18,3,3.3
0.021,18,2,2.85
0.021,18,1,2.07
0.021,19,19,11.61
0.021,19,1,2.14
0.021,20,20,12.28
0.021,20,10,7.6
0.021,20,5,4.8
0.021,20,4,4.25
0.021,20,2,2.84
0.021,20,1,2.27
0.021,22,11,8.27
0.021,22,2,3
0.021,24,12,9.18
0.021,24,8,6.71
0.021,24,6,5.62
0.021,24,4,4.51
0.021,24,3,3.83
0.021,24,2,3.13
0.021,26,13,9.31
0.021,26,2,3.07
0.021,28,14,9.75
0.021,28,7,6.19
0.021,28,4,4.57
0.021,28,2,3.35
0.021,30,15,10.18
0.021,30,10,8.1
0.021,30,6,5.84
0.021,30,5,5.09
0.021,30,3,4.08
0.021,30,2,3.27
0.021,32,16,10.56
0.021,32,8,7.03
0.021,32,4,4.8
0.021,32,2,3.49
0.021,34,17,11.56
0.021,34,2,3.74
0.021,36,18,11.97
0.021,36,12,9.21
0.021,36,9,7.57
0.021,36,6,6.19
0.021,36,4,5.03
0.021,36,3,4.63
0.021,36,2,3.72
0.021,38,19,12.03
0.021,38,2,3.76
0.021,40,20,12.29
0.021,40,10,8.27
0.021,40,8,7.19
0.021,40,5,5.8
0.021,40,4,5.41
0.021,40,2,4.23
0.021,21,7,6.18
0.021,21,3,3.67
0.021,27,9,7.39
0.021,27,3,3.87
0.021,33,11,8.65
0.021,33,3,4.05
0.021,39,13,9.65
0.021,39,3,4.78
0.021,42,14,10.19
0.021,42,7,6.95
0.021,42,6,6.5
0.021,42,3,4.75
0.021,45,15,10.9
0.021,45,9,7.84
0.021,45,5,6
0.021,45,3,5.07
0.021,48,16,11.57
0.021,48,12,9.41
0.021,48,8,7.64
0.021,48,6,6.57
0.021,48,4,5.48
0.021,48,3,5.1
0.021,51,17,11.63
0.021,51,3,5.28
0.021,54,18,12.17
0.021,54,9,8.26
0.021,54,6,7.01
0.021,54,3,5.5
0.021,57,19,12.57
0.021,57,3,5.56
0.021,44,11,9.31
0.021,44,4,5.42
0.021,52,13,9.97
0.021,52,4,5.69
0.021,56,14,10.44
0.021,56,8,8.13
0.021,56,7,7.37
0.021,56,4,6.06
0.021,25,5,4.91
0.021,35,7,6.76
0.021,35,5,5.63
0.021,50,10,8.4
0.021,50,5,6.04
0.021,55,11,9.17
0.021,55,5,6.23
0.021,49,7,7.15
0.024,1,1,1
0.024,2,2,1.93
0.024,2,1,1.04
0.024,3,3,2.77
0.024,3,1,1.11
0.024,4,4,3.53
0.024,4,2,1.97
0.024,4,1,1.17
0.024,5,5,4.23
0.024,5,1,1.25
0.024,6,6,4.97
0.024,6,3,2.93
0.024,6,2,2.07
0.024,6,1,1.26
0.024,7,7,5.71
0.024,7,1,1.36
0.024,8,8,6.2
0.024,8,4,3.71
0.024,8,2,2.26
0.024,8,1,1.5
0.024,9,9,7.08
0.024,9,3,3.01
0.024,9,1,1.46
0.024,10,10,7.44
0.024,10,5,4.62
0.024,10,2,2.4
0.024,10,1,1.42
0.024,11,11,8.26
0.024,11,1,1.74
0.024,12,12,8.59
0.024,12,6,5.17
0.024,12,4,4.01
0.024,12,3,3.32
0.024,12,2,2.5
0.024,12,1,1.66
0.024,13,13,9.03
0.024,13,1,1.71
0.024,14,14,9.6
0.024,14,7,6.01
0.024,14,2,2.59
0.024,14,1,1.94
0.024,15,15,10.11
0.024,15,5,4.78
0.024,15,3,3.28
0.024,15,1,2.05
0.024,16,16,10.64
0.024,16,8,6.69
0.024,16,4,4.09
0.024,16,2,2.7
0.024,16,1,2.14
0.024,17,17,10.83
0.024,17,1,2.11
0.024,18,18,11.19
0.024,18,9,7.15
0.024,18,6,5.35
0.024,18,3,3.42
0.024,18,2,2.72
0.024,18,1,2.09
0.024,19,19,11.69
0.024,19,1,2.31
0.024,20,20,12.31
0.024,20,10,7.9
0.024,20,5,5
0.024,20,4,4.22
0.024,20,2,2.93
0.024,20,1,2.3
0.024,22,11,8.42
0.024,22,2,3.3
0.024,24,12,8.81
0.024,24,8,6.57
0.024,24,6,5.79
0.024,24,4,4.49
0.024,24,3,3.99
0.024,24,2,3.11
0.024,26,13,9.26
0.024,26,2,3.08
0.024,28,14,9.74
0.024,28,7,6.55
0.024,28,4,4.67
0.024,28,2,3.62
0.024,30,15,10.24
0.024,30,10,8.13
0.024,30,6,6.06
0.024,30,5,5.62
0.024,30,3,4.08
0.024,30,2,3.64
0.024,32,16,10.67
0.024,32,8,7.24
0.024,32,4,4.91
0.024,32,2,3.57
0.024,34,17,10.99
0.024,34,2,3.88
0.024,36,18,11.69
0.024,36,12,9.31
0.024,36,9,8.02
0.024,36,6,6.23
