"","ID","t","LogN","Model"
"1",4,0,-4.43868164533942,"Gompertz"
"2",4,0.5,-4.43867706619986,"Gompertz"
"3",4,1,-4.43867150743192,"Gompertz"
"4",4,1.5,-4.43866478451014,"Gompertz"
"5",4,2,-4.43865668328319,"Gompertz"
"6",4,2.5,-4.43864695615482,"Gompertz"
"7",4,3,-4.43863531792325,"Gompertz"
"8",4,3.5,-4.4386214412696,"Gompertz"
"9",4,4,-4.43860495188876,"Gompertz"
"10",4,4.5,-4.43858542325925,"Gompertz"
"11",4,5,-4.43856237105183,"Gompertz"
"12",4,5.5,-4.43853524718061,"Gompertz"
"13",4,6,-4.43850343350409,"Gompertz"
"14",4,6.5,-4.43846623518846,"Gompertz"
"15",4,7,-4.43842287374933,"Gompertz"
"16",4,7.5,-4.43837247979343,"Gompertz"
"17",4,8,-4.43831408548622,"Gompertz"
"18",4,8.5,-4.4382466167766,"Gompertz"
"19",4,9,-4.43816888541467,"Gompertz"
"20",4,9.5,-4.43807958080335,"Gompertz"
"21",4,10,-4.43797726172956,"Gompertz"
"22",4,10.5,-4.43786034802513,"Gompertz"
"23",4,11,-4.4377271122118,"Gompertz"
"24",4,11.5,-4.43757567118881,"Gompertz"
"25",4,12,-4.43740397802482,"Gompertz"
"26",4,12.5,-4.43720981391945,"Gompertz"
"27",4,13,-4.43699078040159,"Gompertz"
"28",4,13.5,-4.43674429183434,"Gompertz"
"29",4,14,-4.43646756829715,"Gompertz"
"30",4,14.5,-4.43615762891686,"Gompertz"
"31",4,15,-4.43581128571906,"Gompertz"
"32",4,15.5,-4.43542513807069,"Gompertz"
"33",4,16,-4.43499556778314,"Gompertz"
"34",4,16.5,-4.43451873494312,"Gompertz"
"35",4,17,-4.43399057453577,"Gompertz"
"36",4,17.5,-4.43340679392059,"Gompertz"
"37",4,18,-4.4327628712169,"Gompertz"
"38",4,18.5,-4.43205405465058,"Gompertz"
"39",4,19,-4.43127536290805,"Gompertz"
"40",4,19.5,-4.43042158653815,"Gompertz"
"41",4,20,-4.42948729043524,"Gompertz"
"42",4,20.5,-4.42846681743071,"Gompertz"
"43",4,21,-4.42735429301244,"Gompertz"
"44",4,21.5,-4.42614363118423,"Gompertz"
"45",4,22,-4.4248285414697,"Gompertz"
"46",4,22.5,-4.42340253705716,"Gompertz"
"47",4,23,-4.42185894407417,"Gompertz"
"48",4,23.5,-4.42019091197255,"Gompertz"
"49",4,24,-4.41839142499692,"Gompertz"
"50",4,24.5,-4.41645331470236,"Gompertz"
"51",4,25,-4.41436927347931,"Gompertz"
"52",4,25.5,-4.41213186903699,"Gompertz"
"53",4,26,-4.40973355979,"Gompertz"
"54",4,26.5,-4.40716671108645,"Gompertz"
"55",4,27,-4.40442361221064,"Gompertz"
"56",4,27.5,-4.40149649408766,"Gompertz"
"57",4,28,-4.3983775476133,"Gompertz"
"58",4,28.5,-4.39505894252825,"Gompertz"
"59",4,29,-4.39153284675238,"Gompertz"
"60",4,29.5,-4.38779144609239,"Gompertz"
"61",4,30,-4.38382696423369,"Gompertz"
"62",4,30.5,-4.37963168292645,"Gompertz"
"63",4,31,-4.37519796227464,"Gompertz"
"64",4,31.5,-4.37051826103703,"Gompertz"
"65",4,32,-4.36558515684964,"Gompertz"
"66",4,32.5,-4.36039136628017,"Gompertz"
"67",4,33,-4.35492976462684,"Gompertz"
"68",4,33.5,-4.34919340537627,"Gompertz"
"69",4,34,-4.3431755392377,"Gompertz"
"70",4,34.5,-4.33686963267453,"Gompertz"
"71",4,35,-4.33026938585735,"Gompertz"
"72",4,35.5,-4.32336874996725,"Gompertz"
"73",4,36,-4.3161619437823,"Gompertz"
"74",4,36.5,-4.30864346948499,"Gompertz"
"75",4,37,-4.30080812763364,"Gompertz"
"76",4,37.5,-4.29265103124561,"Gompertz"
"77",4,38,-4.28416761894606,"Gompertz"
"78",4,38.5,-4.27535366714109,"Gompertz"
"79",4,39,-4.26620530117998,"Gompertz"
"80",4,39.5,-4.25671900547692,"Gompertz"
"81",4,40,-4.24689163256792,"Gompertz"
"82",4,40.5,-4.23672041108468,"Gompertz"
"83",4,41,-4.22620295263236,"Gompertz"
"84",4,41.5,-4.21533725756358,"Gompertz"
"85",4,42,-4.20412171964659,"Gompertz"
"86",4,42.5,-4.19255512963013,"Gompertz"
"87",4,43,-4.18063667771288,"Gompertz"
"88",4,43.5,-4.16836595492955,"Gompertz"
"89",4,44,-4.15574295347055,"Gompertz"
"90",4,44.5,-4.14276806595604,"Gompertz"
"91",4,45,-4.12944208368905,"Gompertz"
"92",4,45.5,-4.11576619391611,"Gompertz"
"93",4,46,-4.10174197612707,"Gompertz"
"94",4,46.5,-4.08737139742861,"Gompertz"
"95",4,47,-4.07265680702901,"Gompertz"
"96",4,47.5,-4.05760092987383,"Gompertz"
"97",4,48,-4.04220685947429,"Gompertz"
"98",4,48.5,-4.02647804997227,"Gompertz"
"99",4,49,-4.01041830748673,"Gompertz"
"100",4,49.5,-3.99403178078834,"Gompertz"
"101",4,50,-3.97732295134927,"Gompertz"
"102",4,50.5,-3.96029662281649,"Gompertz"
"103",4,51,-3.94295790995673,"Gompertz"
"104",4,51.5,-3.92531222712187,"Gompertz"
"105",4,52,-3.9073652762832,"Gompertz"
"106",4,52.5,-3.88912303468281,"Gompertz"
"107",4,53,-3.87059174214996,"Gompertz"
"108",4,53.5,-3.85177788812937,"Gompertz"
"109",4,54,-3.83268819846774,"Gompertz"
"110",4,54.5,-3.8133296220037,"Gompertz"
"111",4,55,-3.79370931700526,"Gompertz"
"112",4,55.5,-3.77383463749741,"Gompertz"
"113",4,56,-3.75371311952131,"Gompertz"
"114",4,56.5,-3.73335246736477,"Gompertz"
"115",4,57,-3.71276053980232,"Gompertz"
"116",4,57.5,-3.69194533638133,"Gompertz"
"117",4,58,-3.67091498378892,"Gompertz"
"118",4,58.5,-3.64967772233264,"Gompertz"
"119",4,59,-3.62824189256606,"Gompertz"
"120",4,59.5,-3.60661592208852,"Gompertz"
"121",4,60,-3.5848083125463,"Gompertz"
"122",4,60.5,-3.56282762686088,"Gompertz"
"123",4,61,-3.54068247670772,"Gompertz"
"124",4,61.5,-3.51838151026721,"Gompertz"
"125",4,62,-3.4959334002679,"Gompertz"
"126",4,62.5,-3.47334683233969,"Gompertz"
"127",4,63,-3.45063049369344,"Gompertz"
"128",4,63.5,-3.4277930621413,"Gompertz"
"129",4,64,-3.40484319547053,"Gompertz"
"130",4,64.5,-3.38178952118191,"Gompertz"
"131",4,65,-3.35864062660214,"Gompertz"
"132",4,65.5,-3.33540504937811,"Gompertz"
"133",4,66,-3.31209126835945,"Gompertz"
"134",4,66.5,-3.28870769487433,"Gompertz"
"135",4,67,-3.26526266440207,"Gompertz"
"136",4,67.5,-3.24176442864481,"Gompertz"
"137",4,68,-3.21822114799935,"Gompertz"
"138",4,68.5,-3.19464088442898,"Gompertz"
"139",4,69,-3.1710315947341,"Gompertz"
"140",4,69.5,-3.14740112421928,"Gompertz"
"141",4,70,-3.12375720075374,"Gompertz"
"142",4,70.5,-3.10010742922085,"Gompertz"
"143",4,71,-3.0764592863519,"Gompertz"
"144",4,71.5,-3.05282011593837,"Gompertz"
"145",4,72,-3.02919712441622,"Gompertz"
"146",4,72.5,-3.00559737681511,"Gompertz"
"147",4,73,-2.98202779306513,"Gompertz"
"148",4,73.5,-2.95849514465252,"Gompertz"
"149",4,74,-2.93500605161605,"Gompertz"
"150",4,74.5,-2.91156697987488,"Gompertz"
"151",4,75,-2.88818423887856,"Gompertz"
"152",4,75.5,-2.86486397956931,"Gompertz"
"153",4,76,-2.84161219264698,"Gompertz"
"154",4,76.5,-2.818434707126,"Gompertz"
"155",4,77,-2.79533718917449,"Gompertz"
"156",4,77.5,-2.77232514122467,"Gompertz"
"157",4,78,-2.74940390134421,"Gompertz"
"158",4,78.5,-2.72657864285781,"Gompertz"
"159",4,79,-2.70385437420843,"Gompertz"
"160",4,79.5,-2.68123593904748,"Gompertz"
"161",4,80,-2.65872801654341,"Gompertz"
"162",4,80.5,-2.6363351218982,"Gompertz"
"163",4,81,-2.61406160706129,"Gompertz"
