"m0_true","K_true","theta_true","area","sim_1","sim_2","sim_3","sim_4","sim_5","sim_6","sim_7","sim_8","sim_9","sim_10","sim_11","sim_12","sim_13","sim_14","sim_15","sim_16","sim_17","sim_18","sim_19","sim_20","sim_21","sim_22","sim_23","sim_24","sim_25","sim_26","sim_27","sim_28","sim_29","sim_30","sim_31","sim_32","sim_33","sim_34","sim_35","sim_36","sim_37","sim_38","sim_39","sim_40","sim_41","sim_42","sim_43","sim_44","sim_45","sim_46","sim_47","sim_48","sim_49","sim_50","sim_51","sim_52","sim_53","sim_54","sim_55","sim_56","sim_57","sim_58","sim_59","sim_60","sim_61","sim_62","sim_63","sim_64","sim_65","sim_66","sim_67","sim_68","sim_69","sim_70","sim_71","sim_72","sim_73","sim_74","sim_75","sim_76","sim_77","sim_78","sim_79","sim_80","sim_81","sim_82","sim_83","sim_84","sim_85","sim_86","sim_87","sim_88","sim_89","sim_90","sim_91","sim_92","sim_93","sim_94","sim_95","sim_96","sim_97","sim_98","sim_99","sim_100","species","st_error"
0.09,5,0.49999499995,605,5,6,5,6,7,6,6,7,7,6,6,6,5,5,5,6,6,6,6,6,5,6,7,6,6,5,6,5,6,6,6,6,5,5,6,6,5,5,6,6,6,6,8,6,6,5,7,5,5,5,5,6,5,6,5,6,5,6,5,5,6,7,10,7,5,7,5,6,5,5,7,6,6,8,5,5,5,6,6,6,5,7,6,5,5,5,5,6,5,7,6,6,5,5,5,5,5,6,6,6,5.7979797979798,0.0849166809801125
0.09,5,0.49999499995,720,5,6,5,6,6,6,6,7,6,5,6,6,5,5,5,5,7,5,6,5,6,7,7,6,5,6,6,5,7,6,6,7,6,5,7,5,8,5,5,6,5,6,6,6,6,5,6,5,5,6,7,6,5,5,5,6,5,7,6,5,6,6,6,6,6,6,6,7,5,6,7,7,6,5,5,6,5,6,6,8,5,6,6,6,5,5,5,7,6,7,5,5,5,5,5,5,6,6,6,7,5.81818181818182,0.0764654620461285
0.09,5,0.49999499995,845,5,7,5,5,5,6,5,6,8,5,5,7,5,6,5,7,8,6,6,7,6,5,6,7,6,7,7,5,6,6,5,6,6,6,6,5,8,5,6,5,5,6,8,5,7,5,6,5,5,5,5,6,5,6,5,6,5,7,6,5,7,6,9,6,5,6,6,7,5,6,6,7,7,7,5,5,5,6,5,6,5,5,5,6,5,5,5,7,5,8,6,5,6,7,7,5,6,7,6,8,5.92929292929293,0.0965841300472237
0.09,5,0.49999499995,980,5,6,5,6,7,6,6,7,6,5,5,7,5,6,5,5,6,7,6,5,6,6,6,6,6,7,7,5,6,6,5,5,5,5,6,5,8,5,7,6,5,6,8,5,6,6,6,5,5,5,5,6,5,6,5,6,5,7,6,5,6,5,8,6,5,5,5,6,6,6,7,6,6,6,6,6,6,6,7,6,5,5,6,6,5,5,5,7,7,8,7,5,6,6,6,5,5,7,5,7,5.85858585858586,0.0824912319073965
0.09,5,0.49999499995,1125,5,5,5,5,6,5,6,6,8,5,6,6,5,5,5,6,6,6,5,6,6,6,6,5,5,6,6,6,7,6,6,6,6,5,6,5,6,5,6,6,5,6,5,5,8,6,6,5,5,5,6,5,5,6,5,6,5,7,6,5,7,5,8,8,5,5,7,7,5,6,7,5,7,6,5,5,5,7,6,7,5,5,5,5,5,6,6,6,5,5,6,5,5,6,6,5,6,6,5,6,5.72727272727273,0.0797054226819133
0.09,5,0.49999499995,1280,5,5,5,6,7,7,6,8,6,5,6,7,5,6,5,6,6,6,6,5,6,8,7,6,6,7,7,5,7,5,6,5,5,5,6,5,8,6,6,6,5,7,7,5,6,6,7,5,5,6,6,6,5,5,5,5,5,8,6,5,7,5,7,6,8,6,6,7,6,6,6,6,8,6,6,5,6,6,6,6,5,5,7,6,5,5,5,6,5,8,6,5,5,5,5,5,6,7,6,7,5.94949494949495,0.0900923017534659
0.09,5,0.49999499995,1445,5,7,5,6,6,7,5,7,7,5,6,7,6,6,5,7,6,6,6,6,7,6,5,6,6,7,7,5,7,6,6,6,5,6,6,5,6,6,6,6,5,7,7,6,8,6,7,5,6,5,6,6,5,6,5,6,5,8,6,5,5,5,9,7,5,6,7,6,6,5,8,7,8,7,5,5,5,8,6,6,5,5,7,5,5,5,5,7,6,7,7,5,5,7,5,5,6,7,5,7,6.04040404040404,0.0940611168123074
0.09,5,0.49999499995,1620,5,7,6,6,6,6,6,8,7,5,5,6,5,5,5,6,7,6,6,5,8,6,7,6,6,7,7,5,7,7,5,6,5,5,7,5,8,5,6,5,5,6,8,5,6,6,7,5,5,5,5,6,6,6,5,5,5,7,6,5,7,6,9,6,7,6,5,7,6,6,6,8,5,7,5,6,6,6,7,7,5,7,7,6,5,6,5,7,7,7,7,5,6,6,6,5,6,7,5,7,6.06060606060606,0.0939503654294836
0.09,5,0.49999499995,1805,5,6,5,6,7,7,5,9,8,5,7,7,5,7,5,5,7,7,6,5,7,7,7,7,6,7,6,5,8,6,5,6,6,5,6,5,8,6,7,6,5,7,5,5,9,6,7,6,5,5,6,6,5,6,5,5,6,8,6,5,7,5,10,7,6,6,6,8,5,6,6,6,6,9,6,6,6,7,6,8,5,6,6,6,5,5,5,7,6,8,7,5,5,5,6,5,6,6,5,7,6.17171717171717,0.111251574414986
0.09,5,0.49999499995,2000,5,6,5,6,6,7,6,8,7,5,6,7,5,6,5,6,6,8,6,6,8,7,6,5,6,7,7,5,7,5,6,6,5,6,6,5,8,5,6,7,5,6,6,5,6,6,8,5,5,5,5,6,5,6,5,6,5,8,6,5,7,6,9,7,5,6,5,7,5,5,9,7,7,6,6,5,6,8,6,7,5,7,7,6,5,5,5,6,6,10,7,5,6,7,6,6,6,7,5,9,6.15151515151515,0.110622790815417
