"","ID","t","LogN","Model"
"1",78,NA,NA,"Gompertz"
"2",78,NA,NA,"Baranyi"
"3",78,NA,NA,"Buchanan"
"1100",78,0,-3.06700616214584,"Quadratic"
"289",78,0.5,-3.0483650034964,"Quadratic"
"310",78,1,-3.02983538546435,"Quadratic"
"4",78,1.5,-3.01141730804967,"Quadratic"
"5",78,2,-2.99311077125239,"Quadratic"
"6",78,2.5,-2.97491577507249,"Quadratic"
"7",78,3,-2.95683231950997,"Quadratic"
"8",78,3.5,-2.93886040456484,"Quadratic"
"9",78,4,-2.92100003023709,"Quadratic"
"10",78,4.5,-2.90325119652673,"Quadratic"
"11",78,5,-2.88561390343375,"Quadratic"
"12",78,5.5,-2.86808815095816,"Quadratic"
"13",78,6,-2.85067393909995,"Quadratic"
"14",78,6.5,-2.83337126785912,"Quadratic"
"15",78,7,-2.81618013723568,"Quadratic"
"16",78,7.5,-2.79910054722963,"Quadratic"
"17",78,8,-2.78213249784096,"Quadratic"
"18",78,8.5,-2.76527598906968,"Quadratic"
"19",78,9,-2.74853102091578,"Quadratic"
"20",78,9.5,-2.73189759337926,"Quadratic"
"21",78,10,-2.71537570646013,"Quadratic"
"22",78,10.5,-2.69896536015839,"Quadratic"
"23",78,11,-2.68266655447403,"Quadratic"
"24",78,11.5,-2.66647928940705,"Quadratic"
"25",78,12,-2.65040356495746,"Quadratic"
"26",78,12.5,-2.63443938112525,"Quadratic"
"27",78,13,-2.61858673791043,"Quadratic"
"28",78,13.5,-2.602845635313,"Quadratic"
"29",78,14,-2.58721607333294,"Quadratic"
"30",78,14.5,-2.57169805197028,"Quadratic"
"31",78,15,-2.55629157122499,"Quadratic"
"32",78,15.5,-2.5409966310971,"Quadratic"
"33",78,16,-2.52581323158658,"Quadratic"
"34",78,16.5,-2.51074137269346,"Quadratic"
"35",78,17,-2.49578105441771,"Quadratic"
"36",78,17.5,-2.48093227675935,"Quadratic"
"37",78,18,-2.46619503971838,"Quadratic"
"38",78,18.5,-2.45156934329479,"Quadratic"
"39",78,19,-2.43705518748859,"Quadratic"
"40",78,19.5,-2.42265257229977,"Quadratic"
"41",78,20,-2.40836149772833,"Quadratic"
"42",78,20.5,-2.39418196377428,"Quadratic"
"43",78,21,-2.38011397043762,"Quadratic"
"44",78,21.5,-2.36615751771834,"Quadratic"
"45",78,22,-2.35231260561644,"Quadratic"
"46",78,22.5,-2.33857923413193,"Quadratic"
"47",78,23,-2.32495740326481,"Quadratic"
"48",78,23.5,-2.31144711301507,"Quadratic"
"49",78,24,-2.29804836338271,"Quadratic"
"50",78,24.5,-2.28476115436774,"Quadratic"
"51",78,25,-2.27158548597015,"Quadratic"
"52",78,25.5,-2.25852135818995,"Quadratic"
"53",78,26,-2.24556877102713,"Quadratic"
"54",78,26.5,-2.2327277244817,"Quadratic"
"55",78,27,-2.21999821855365,"Quadratic"
"56",78,27.5,-2.20738025324299,"Quadratic"
"57",78,28,-2.19487382854971,"Quadratic"
"58",78,28.5,-2.18247894447382,"Quadratic"
"59",78,29,-2.17019560101531,"Quadratic"
"60",78,29.5,-2.15802379817419,"Quadratic"
