"","ID","t","LogN","Model"
"1",160,0,0.401158678722223,"Gompertz"
"2",160,0.5,0.401158680937358,"Gompertz"
"3",160,1,0.401158683405584,"Gompertz"
"4",160,1.5,0.401158686153998,"Gompertz"
"5",160,2,0.40115868921239,"Gompertz"
"6",160,2.5,0.401158692613491,"Gompertz"
"7",160,3,0.401158696393241,"Gompertz"
"8",160,3.5,0.401158700591079,"Gompertz"
"9",160,4,0.401158705250249,"Gompertz"
"10",160,4.5,0.401158710418143,"Gompertz"
"11",160,5,0.401158716146661,"Gompertz"
"12",160,5.5,0.401158722492607,"Gompertz"
"13",160,6,0.401158729518108,"Gompertz"
"14",160,6.5,0.401158737291072,"Gompertz"
"15",160,7,0.401158745885683,"Gompertz"
"16",160,7.5,0.401158755382921,"Gompertz"
"17",160,8,0.401158765871138,"Gompertz"
"18",160,8.5,0.401158777446663,"Gompertz"
"19",160,9,0.401158790214464,"Gompertz"
"20",160,9.5,0.401158804288844,"Gompertz"
"21",160,10,0.401158819794203,"Gompertz"
"22",160,10.5,0.401158836865842,"Gompertz"
"23",160,11,0.401158855650832,"Gompertz"
"24",160,11.5,0.401158876308943,"Gompertz"
"25",160,12,0.401158899013633,"Gompertz"
"26",160,12.5,0.401158923953113,"Gompertz"
"27",160,13,0.401158951331479,"Gompertz"
"28",160,13.5,0.401158981369921,"Gompertz"
"29",160,14,0.401159014308019,"Gompertz"
"30",160,14.5,0.401159050405117,"Gompertz"
"31",160,15,0.401159089941795,"Gompertz"
"32",160,15.5,0.40115913322143,"Gompertz"
"33",160,16,0.401159180571864,"Gompertz"
"34",160,16.5,0.401159232347174,"Gompertz"
"35",160,17,0.401159288929555,"Gompertz"
"36",160,17.5,0.401159350731323,"Gompertz"
"37",160,18,0.40115941819704,"Gompertz"
"38",160,18.5,0.401159491805769,"Gompertz"
"39",160,19,0.401159572073465,"Gompertz"
"40",160,19.5,0.401159659555517,"Gompertz"
"41",160,20,0.401159754849426,"Gompertz"
"42",160,20.5,0.401159858597659,"Gompertz"
"43",160,21,0.401159971490653,"Gompertz"
"44",160,21.5,0.40116009427,"Gompertz"
"45",160,22,0.401160227731816,"Gompertz"
"46",160,22.5,0.401160372730289,"Gompertz"
"47",160,23,0.401160530181436,"Gompertz"
"48",160,23.5,0.401160701067062,"Gompertz"
"49",160,24,0.401160886438935,"Gompertz"
"50",160,24.5,0.401161087423185,"Gompertz"
"51",160,25,0.401161305224941,"Gompertz"
"52",160,25.5,0.401161541133212,"Gompertz"
"53",160,26,0.401161796526015,"Gompertz"
"54",160,26.5,0.401162072875782,"Gompertz"
"55",160,27,0.401162371755027,"Gompertz"
"56",160,27.5,0.401162694842308,"Gompertz"
"57",160,28,0.401163043928486,"Gompertz"
"58",160,28.5,0.401163420923283,"Gompertz"
"59",160,29,0.401163827862174,"Gompertz"
"60",160,29.5,0.401164266913593,"Gompertz"
"61",160,30,0.401164740386495,"Gompertz"
"62",160,30.5,0.401165250738269,"Gompertz"
"63",160,31,0.401165800583012,"Gompertz"
"64",160,31.5,0.401166392700188,"Gompertz"
"65",160,32,0.401167030043681,"Gompertz"
"66",160,32.5,0.401167715751242,"Gompertz"
"67",160,33,0.401168453154364,"Gompertz"
"68",160,33.5,0.401169245788579,"Gompertz"
"69",160,34,0.401170097404204,"Gompertz"
"70",160,34.5,0.401171011977535,"Gompertz"
"71",160,35,0.40117199372252,"Gompertz"
"72",160,35.5,0.401173047102906,"Gompertz"
"73",160,36,0.401174176844883,"Gompertz"
"74",160,36.5,0.401175387950244,"Gompertz"
"75",160,37,0.401176685710056,"Gompertz"
"76",160,37.5,0.401178075718875,"Gompertz"
