"","ID","t","LogN","Model"
"1",61,0,-6.12536856468291,"Logistic"
"2",61,0.5,-5.13431005639583,"Logistic"
"3",61,1,-4.42162692748637,"Logistic"
"4",61,1.5,-3.88447837796401,"Logistic"
"5",61,2,-3.46512639213061,"Logistic"
"6",61,2.5,-3.12865301410519,"Logistic"
"7",61,3,-2.85270005750628,"Logistic"
"8",61,3.5,-2.62228792699298,"Logistic"
"9",61,4,-2.4270037778444,"Logistic"
"10",61,4.5,-2.25938446016293,"Logistic"
"11",61,5,-2.11394112760338,"Logistic"
"12",61,5.5,-1.98654688207627,"Logistic"
"13",61,6,-1.87403902177978,"Logistic"
"14",61,6.5,-1.7739529910227,"Logistic"
"15",61,7,-1.68433981609818,"Logistic"
"16",61,7.5,-1.60363798219174,"Logistic"
"17",61,8,-1.53058170790873,"Logistic"
"18",61,8.5,-1.46413409948548,"Logistic"
"19",61,9,-1.40343765209408,"Logistic"
"20",61,9.5,-1.34777706396338,"Logistic"
"21",61,10,-1.29655093227513,"Logistic"
"22",61,10.5,-1.24924995062613,"Logistic"
"23",61,11,-1.20543992995887,"Logistic"
"24",61,11.5,-1.16474844226404,"Logistic"
"25",61,12,-1.12685421621331,"Logistic"
"26",61,12.5,-1.09147864517572,"Logistic"
"27",61,13,-1.0583789324759,"Logistic"
"28",61,13.5,-1.02734251709181,"Logistic"
"29",61,14,-0.998182509172419,"Logistic"
"30",61,14.5,-0.970733928205848,"Logistic"
"31",61,15,-0.94485058385904,"Logistic"
"32",61,15.5,-0.92040247494216,"Logistic"
"33",61,16,-0.897273608792534,"Logistic"
"34",61,16.5,-0.875360163877365,"Logistic"
"35",61,17,-0.854568934201729,"Logistic"
"36",61,17.5,-0.834816006354132,"Logistic"
"37",61,18,-0.816025629587473,"Logistic"
"38",61,18.5,-0.798129246854964,"Logistic"
"39",61,19,-0.78106466067227,"Logistic"
"40",61,19.5,-0.764775312414885,"Logistic"
"41",61,20,-0.749209657452413,"Logistic"
"42",61,20.5,-0.734320621573985,"Logistic"
"43",61,21,-0.720065126628625,"Logistic"
"44",61,21.5,-0.706403675311998,"Logistic"
"45",61,22,-0.693299986670793,"Logistic"
"46",61,22.5,-0.68072067524136,"Logistic"
"47",61,23,-0.66863496784772,"Logistic"
"48",61,23.5,-0.657014453001115,"Logistic"
"49",61,24,-0.64583285860505,"Logistic"
"50",61,24.5,-0.635065854304725,"Logistic"
"51",61,25,-0.624690875351205,"Logistic"
"52",61,25.5,-0.614686965296721,"Logistic"
"53",61,26,-0.605034635213421,"Logistic"
"54",61,26.5,-0.595715737445484,"Logistic"
"55",61,27,-0.586713352173814,"Logistic"
"56",61,27.5,-0.57801168530152,"Logistic"
"57",61,28,-0.569595976363627,"Logistic"
"58",61,28.5,-0.561452415331465,"Logistic"
"59",61,29,-0.553568067325299,"Logistic"
"60",61,29.5,-0.545930804371888,"Logistic"
"61",61,30,-0.538529243449684,"Logistic"
"62",61,30.5,-0.531352690156003,"Logistic"
"63",61,31,-0.524391087409883,"Logistic"
"64",61,31.5,-0.517634968673133,"Logistic"
"65",61,32,-0.511075415232028,"Logistic"
"66",61,32.5,-0.504704017134281,"Logistic"
"67",61,33,-0.49851283742151,"Logistic"
"68",61,33.5,-0.492494379337359,"Logistic"
"69",61,34,-0.486641556226391,"Logistic"
"70",61,34.5,-0.480947663869646,"Logistic"
"71",61,35,-0.475406355029796,"Logistic"
"72",61,35.5,-0.47001161600272,"Logistic"
"73",61,36,-0.464757744993359,"Logistic"
"74",61,36.5,-0.459639332152415,"Logistic"
"75",61,37,-0.454651241126922,"Logistic"
"76",61,37.5,-0.449788591992461,"Logistic"
"77",61,38,-0.445046745447757,"Logistic"
"78",61,38.5,-0.440421288164088,"Logistic"
"79",61,39,-0.435908019192225,"Logistic"
"80",61,39.5,-0.431502937338919,"Logistic"
"81",61,40,-0.427202229433193,"Logistic"
"82",61,40.5,-0.423002259410125,"Logistic"
"83",61,41,-0.418899558146425,"Logistic"
"84",61,41.5,-0.414890813988096,"Logistic"
"85",61,42,-0.410972863915818,"Logistic"
"86",61,42.5,-0.407142685298511,"Logistic"
"87",61,43,-0.403397388189909,"Logistic"
"88",61,43.5,-0.399734208126866,"Logistic"
"89",61,44,-0.396150499391692,"Logistic"
